Title;ID;Frame;Pearson;ObjPear;Spearman;ObjSp;Overlap;K1;K2;M1;M2;Inters;I1;I2;ICQ;CCFmin;CCFmax;ChR;ChG;ThR;ThG;SiR;SiG;ROI;Ref;Treatment;Feeding;Slide;Series
Negative Control;Blue/Red;0;0.869;0.836;0.766;0.755;0.893;0.341;2.339;0.951;0.991;0.592;0.683;0.817;0.457;0.574;0.871;0;2;12.484;0.60285;0;0;-;-;No Fluorophore;No Feed;1a;27
Negative Control;Green/Red;0;0.899;0.899;0.828;0.829;0.917;2.04;0.412;1;0.98;0.372;1;0.372;0.47;0.542;0.905;1;2;0.08567;0.00031;0;0;-;-;No Fluorophore;No Feed;1a;27
Negative Control;Blue/Green;0;0.892;0.892;0.661;0.661;0.91;0.089;9.251;1;1;1;1;1;0.455;0.529;0.915;0;1;0.00322;0.00009;0;0;-;-;No Fluorophore;No Feed;1a;28
Negative Control;Blue/Red;0;0.906;0.906;0.729;0.729;0.921;0.434;1.956;1;0.995;0.569;1;0.569;0.463;0.549;0.913;0;2;1.736;0.00046;0;0;-;-;No Fluorophore;No Feed;1a;28
Negative Control;Green/Red;0;0.91;0.91;0.744;0.744;0.924;4.403;0.194;1;0.984;0.348;1;0.348;0.467;0.548;0.912;1;2;0.13595;0.00046;0;0;-;-;No Fluorophore;No Feed;1a;28
Negative Control;Blue/Green;0;0.89;0.89;0.657;0.657;0.908;0.101;8.202;1;1;1;1;1;0.454;0.53;0.913;0;1;0.0026;0.0001;0;0;-;-;No Fluorophore;No Feed;1a;29
Negative Control;Blue/Red;0;0.903;0.903;0.703;0.703;0.919;0.311;2.712;1;0.992;0.67;1;0.67;0.461;0.547;0.91;0;2;1.2527;0.00032;0;0;-;-;No Fluorophore;No Feed;1a;29
Negative Control;Green/Red;0;0.917;0.917;0.75;0.75;0.929;2.832;0.305;1;0.979;0.38;1;0.38;0.47;0.553;0.918;1;2;0.10438;0.00032;0;0;-;-;No Fluorophore;No Feed;1a;29
Negative Control;Blue/Green;0;0.858;0.858;0.45;0.45;0.892;0.086;9.303;1;1;1;1;1;0.396;0.617;0.86;0;1;0.08812;0.00018;0;0;-;-;No Fluorophore;No Feed;1a;30
Negative Control;Blue/Red;0;0.9;0.9;0.675;0.675;0.914;0.488;1.713;1;0.983;0.228;1;0.228;0.476;0.618;0.902;0;2;17.244;0.00039;0;0;-;-;No Fluorophore;No Feed;1a;30
Negative Control;Green/Red;0;0.87;0.87;0.762;0.762;0.89;4.477;0.177;1;0.991;0.379;1;0.379;0.422;0.577;0.873;1;2;0.71114;0.00039;0;0;-;-;No Fluorophore;No Feed;1a;30
Negative Control;Blue/Green;0;0.879;0.879;0.456;0.456;0.903;0;9;1;1;0.99;1;1;0.433;0.63;0.882;0;1;0.05746;0.00018;0;0;-;-;No Fluorophore;No Feed;1a;31
Negative Control;Blue/Red;0;0.895;0.894;0.549;0.535;0.91;0.308;3;1;1;1;1;0.575;0.463;0.616;0.897;0;2;6.0729;0.00028;0;0;-;-;No Fluorophore;No Feed;1a;31
Negative Control;Green/Red;0;0.896;0.895;0.676;0.675;1;2.918;0;1;0.994;0;0.988;0.382;0.457;0.59;0.9;1;2;0.47183;0.00028;0;0;-;-;No Fluorophore;No Feed;1a;31
Negative Control;Blue/Green;0;0.89;0.89;0.569;0.569;0.912;0.095;8.717;0.998;1;0.984;0.984;1;0.446;0.658;0.893;0;1;0.0035;0.00011;0;0;-;-;No Fluorophore;No Feed;1a;32
Negative Control;Blue/Red;0;0.9;0.9;0.746;0.746;0.919;0.461;1.83;1;0.993;0.571;1;0.571;0.463;0.661;0.901;0;2;3.4114;0.0005;0;0;-;-;No Fluorophore;No Feed;1a;32
Negative Control;Green/Red;0;0.908;0.908;0.753;0.753;0.924;4.372;0.195;1;0.98;0.386;1;0.386;0.459;0.61;0.913;1;2;0.24121;0.0005;0;0;-;-;No Fluorophore;No Feed;1a;32
Negative Control;Blue/Green;0;0.891;0.891;0.565;0.565;0.912;0.108;7.733;1;1;1;1;1;0.447;0.659;0.893;0;1;0.0017;0.00012;0;0;-;-;No Fluorophore;No Feed;1a;33
Negative Control;Blue/Red;0;0.897;0.897;0.742;0.74;0.917;0.339;2.479;1;0.993;0.602;0.997;0.603;0.462;0.663;0.899;0;2;3.0041;0.00036;0;0;-;-;No Fluorophore;No Feed;1a;33
Negative Control;Green/Red;0;0.914;0.914;0.756;0.756;0.93;2.869;0.301;1;0.981;0.395;0.998;0.396;0.462;0.613;0.919;1;2;0.22412;0.00036;0;0;-;-;No Fluorophore;No Feed;1a;33
Negative Prop-Tyr;Blue/Green;0;0.847;0.765;0.777;0.751;1;0;8;1;0.988;1;1;0.874;0.456;0.408;0.893;0;1;15.571;0.86804;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;1
Negative Prop-Tyr;Blue/Red;0;0.865;0.865;0.591;0.591;1;0;2;1;0.991;1;1;0.677;0.457;0.418;0.9;0;2;8.6824;0.0004;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;1
Negative Prop-Tyr;Green/Red;0;0.914;0.914;0.741;0.741;1;3;0;1;0.985;0;1;0.372;0.485;0.466;0.914;1;2;0.27922;0.0004;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;1
Negative Prop-Tyr;Blue/Green;0;0.847;0.772;0.772;0.754;0.876;0;7;1;1;1;1;0.876;0.456;0.406;0.895;0;1;14.074;0.85453;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;2
Negative Prop-Tyr;Blue/Red;0;0.861;0.861;0.632;0.632;0.889;0;3;1;1;1;1;0.678;0.457;0.415;0.898;0;2;8.0115;0.00034;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;2
Negative Prop-Tyr;Green/Red;0;0.92;0.92;0.647;0.647;0.935;2;0;1;1;0;1;0.378;0.485;0.463;0.92;1;2;0.28882;0.00034;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;2
Negative Prop-Tyr;Blue/Green;0;0.831;0.746;0.76;0.712;0.866;0;8;1;1;1;1;0.848;0.438;0.549;0.882;0;1;20.827;1.1307;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;3
Negative Prop-Tyr;Blue/Red;0;0.842;0.842;0.642;0.642;0.877;0;2;1;1;1;1;0.696;0.433;0.558;0.902;0;2;11.577;0.00041;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;3
Negative Prop-Tyr;Green/Red;0;0.898;0.898;0.759;0.759;0.92;3;0;1;1;0;1;0.41;0.475;0.644;0.899;1;2;0.4352;0.00041;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;3
Negative Prop-Tyr;Blue/Green;0;0.829;0.752;0.749;0.71;0.865;0;8;1;1;1;1;0.852;0.439;0.548;0.88;0;1;19.163;1.1037;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;4
Negative Prop-Tyr;Blue/Red;0;0.843;0.843;0.636;0.635;0.879;0;3;1;1;1;1;0.718;0.432;0.563;0.903;0;2;10.662;0.00033;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;4
Negative Prop-Tyr;Green/Red;0;0.907;0.907;0.748;0.748;0.927;2;0;1;1;0;1;0.44;0.478;0.649;0.908;1;2;0.37;0.00033;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;4
Negative Prop-Tyr;Blue/Green;0;0.832;0.832;0.41;0.41;1;0.1;8;1;1;1;0.995;1;0.389;0.738;0.857;0;1;0.00697;0.00012;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;5
Negative Prop-Tyr;Blue/Red;0;0.842;0.726;0.867;0.766;1;0.415;2;1;0.974;1;0.917;0.802;0.452;0.733;0.892;0;2;14.679;1.5694;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;5
Negative Prop-Tyr;Green/Red;0;0.867;0.867;0.731;0.731;1;3.393;0;1;0.965;0;1;0.397;0.417;0.775;0.867;1;2;0.54316;0.00059;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;5
Negative Prop-Tyr;Blue/Green;0;0.835;0.835;0.405;0.405;1;0.114;7;1;1;1;0.994;1;0.391;0.74;0.857;0;1;0.01016;0.00012;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;6
Negative Prop-Tyr;Blue/Red;0;0.861;0.861;0.631;0.631;1;0.315;2;1;0.989;1;1;0.681;0.444;0.762;0.905;0;2;2.881;0.0003;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;6
Negative Prop-Tyr;Green/Red;0;0.877;0.877;0.667;0.667;1;2.481;0;1;0.972;0;1;0.4;0.418;0.788;0.878;1;2;0.50249;0.0003;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;6
Negative Prop-Tyr;Blue/Green;0;0.841;0.771;0.754;0.736;1;0.091;8;1;0.982;1;0.646;0.829;0.452;0.624;0.875;0;1;9.5054;0.63528;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;7
Negative Prop-Tyr;Blue/Red;0;0.852;0.852;0.589;0.589;1;0.314;2;1;0.989;1;1;0.715;0.448;0.643;0.88;0;2;4.0029;0.0003;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;7
Negative Prop-Tyr;Green/Red;0;0.888;0.888;0.736;0.736;1;3.179;0;1;0.978;0;1;0.388;0.473;0.692;0.888;1;2;0.23466;0.0003;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;7
Negative Prop-Tyr;Blue/Green;0;0.848;0.848;0.494;0.494;0.878;0.096;7.987;1;1;1;1;1;0.443;0.64;0.878;0;1;0.03275;0.00011;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;8
Negative Prop-Tyr;Blue/Red;0;0.85;0.789;0.772;0.745;0.876;0.286;2.682;0.966;0.986;0.603;0.718;0.79;0.452;0.632;0.881;0;2;9.434;0.70223;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;8
Negative Prop-Tyr;Green/Red;0;0.899;0.899;0.725;0.725;0.917;2.49;0.338;1;0.963;0.47;1;0.47;0.473;0.693;0.899;1;2;0.15765;0.00316;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;8
Negative Prop-Tyr;Blue/Green;0;0.837;0.746;0.781;0.752;0.865;0.083;9.055;0.944;0.976;0.597;0.656;0.869;0.448;0.405;0.866;0;1;12.775;0.65504;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;9
Negative Prop-Tyr;Blue/Red;0;0.879;0.843;0.787;0.835;0.9;0.374;2.168;0.946;0.998;0.541;0.559;0.944;0.466;0.434;0.893;0;2;9.0028;0.90647;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;9
Negative Prop-Tyr;Green/Red;0;0.885;0.885;0.773;0.773;0.905;4;0.205;1;0.982;0.322;1;0.322;0.469;0.448;0.885;1;2;0.2046;0.00065;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;9
Negative Prop-Tyr;Blue/Green;0;0.845;0.845;0.518;0.518;0.873;0.085;9.02;1;1;1;1;1;0.439;0.421;0.871;0;1;0.04153;0.00013;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;10
Negative Prop-Tyr;Blue/Red;0;0.89;0.813;0.859;0.835;0.909;0.342;2.414;0.978;0.995;0.715;0.779;0.897;0.47;0.436;0.905;0;2;12.502;0.77998;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;10
Negative Prop-Tyr;Green/Red;0;0.892;0.892;0.766;0.766;0.911;3.131;0.265;1;0.977;0.344;1;0.344;0.467;0.456;0.892;1;2;0.18005;0.00348;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;10
Negative Prop-Tyr;Blue/Green;0;0.79;0.79;0.512;0.512;0.852;0.09;8.041;1;1;0.999;0.999;1;0.402;0.425;0.848;0;1;0.11701;0.00016;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;11
Negative Prop-Tyr;Blue/Red;0;0.813;0.813;0.647;0.647;0.857;0.416;1.764;1;0.99;0.687;1;0.687;0.431;0.439;0.871;0;2;9.5639;0.00044;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;11
Negative Prop-Tyr;Green/Red;0;0.872;0.872;0.72;0.72;0.901;3.877;0.209;1;0.976;0.418;1;0.418;0.456;0.513;0.872;1;2;0.64375;0.00044;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;11
Negative Prop-Tyr;Blue/Green;0;0.769;0.597;0.772;0.6;0.816;0.107;6.231;0.91;0.947;0.627;0.725;0.823;0.421;0.395;0.841;0;1;22.916;1.9793;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;12
Negative Prop-Tyr;Blue/Red;0;0.821;0.821;0.671;0.671;0.863;0.34;2.186;1;0.993;0.702;1;0.702;0.426;0.444;0.88;0;2;9.7281;0.00036;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;12
Negative Prop-Tyr;Green/Red;0;0.89;0.89;0.65;0.65;0.915;2.892;0.289;1;0.984;0.438;1;0.438;0.456;0.525;0.89;1;2;0.62659;0.00036;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;12
Negative Prop-Tyr;Blue/Green;0;0.834;0.834;0.497;0.497;0.874;0.103;7.409;0.921;1;0.698;0.698;1;0.421;0.48;0.882;0;1;0.01178;0.08865;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;13
Negative Prop-Tyr;Blue/Red;0;0.831;0.798;0.765;0.779;0.86;0.375;1.973;0.948;0.997;0.538;0.571;0.902;0.45;0.502;0.877;0;2;5.029;0.62449;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;13
Negative Prop-Tyr;Green/Red;0;0.886;0.886;0.652;0.652;0.907;3.336;0.247;1;0.972;0.411;0.999;0.412;0.456;0.525;0.886;1;2;0.53328;0.00038;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;13
Negative Prop-Tyr;Blue/Green;0;0.829;0.829;0.511;0.511;0.868;0.114;6.63;0.9;1;0.567;0.567;1;0.423;0.472;0.881;0;1;0.00486;0.2136;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;14
Negative Prop-Tyr;Blue/Red;0;0.838;0.838;0.674;0.674;0.869;0.306;2.466;1;0.991;0.788;1;0.788;0.449;0.506;0.885;0;2;1.6938;0.00031;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;14
Negative Prop-Tyr;Green/Red;0;0.898;0.898;0.691;0.691;0.917;2.473;0.34;1;0.971;0.437;1;0.437;0.456;0.532;0.898;1;2;0.47968;0.00031;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;14
Negative Prop-Tyr;Blue/Green;0;0.874;0.874;0.505;0.505;0.904;0.094;8.663;0.92;1;0.543;0.543;1;0.424;0.505;0.883;0;1;0.0068;0.17979;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;15
Negative Prop-Tyr;Blue/Red;0;0.903;0.865;0.85;0.89;0.92;0.372;2.278;0.98;0.999;0.653;0.675;0.951;0.47;0.548;0.903;0;2;4.8973;0.75382;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;15
Negative Prop-Tyr;Green/Red;0;0.882;0.882;0.758;0.758;0.904;3.508;0.233;1;0.984;0.403;1;0.403;0.438;0.491;0.885;1;2;0.54438;0.00041;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;15
Negative Prop-Tyr;Blue/Green;0;0.875;0.875;0.488;0.488;0.905;0.104;7.861;0.924;1;0.651;0.651;1;0.424;0.511;0.884;0;1;0.00269;0.08454;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;16
Negative Prop-Tyr;Blue/Red;0;0.903;0.871;0.828;0.875;0.92;0.301;2.814;0.97;0.998;0.611;0.633;0.945;0.468;0.549;0.903;0;2;5.5033;0.64456;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;16
Negative Prop-Tyr;Green/Red;0;0.895;0.895;0.75;0.75;0.915;2.592;0.323;1;0.981;0.41;1;0.41;0.44;0.5;0.898;1;2;0.50753;0.00033;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;16
Negative Prop-Tyr;Blue/Green;0;0.844;0.844;0.35;0.35;0.876;0.109;7.071;1;1;0.999;0.999;1;0.424;0.413;0.89;0;1;0.01774;0.00012;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;17
Negative Prop-Tyr;Blue/Red;0;0.854;0.743;0.859;0.784;0.875;0.392;1.952;0.988;0.979;0.728;0.898;0.794;0.462;0.421;0.888;0;2;12.251;1.3695;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;17
Negative Prop-Tyr;Green/Red;0;0.899;0.899;0.687;0.687;0.916;3.052;0.275;1;0.962;0.42;1;0.42;0.449;0.447;0.899;1;2;0.30618;0.00169;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;17
Negative Prop-Tyr;Blue/Green;0;0.832;0.722;0.766;0.686;0.855;0.119;6.158;0.945;0.948;0.61;0.775;0.74;0.442;0.395;0.887;0;1;11.453;1.4216;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;18
Negative Prop-Tyr;Blue/Red;0;0.855;0.819;0.735;0.769;0.877;0.297;2.589;0.948;0.995;0.498;0.529;0.896;0.459;0.429;0.891;0;2;5.022;0.88094;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;18
Negative Prop-Tyr;Green/Red;0;0.906;0.906;0.66;0.66;0.921;2.283;0.371;1;0.971;0.414;1;0.414;0.452;0.445;0.906;1;2;0.36508;0.00067;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;18
Negative Prop-Tyr;Blue/Green;0;0.856;0.856;0.498;0.498;0.876;0.095;8.118;0.998;1;0.995;0.995;1;0.449;0.419;0.899;0;1;0.22642;0.00017;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;19
Negative Prop-Tyr;Blue/Red;0;0.877;0.877;0.612;0.612;0.901;0.343;2.369;1;0.993;0.642;1;0.642;0.454;0.45;0.904;0;2;11.099;0.00041;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;19
Negative Prop-Tyr;Green/Red;0;0.907;0.907;0.698;0.698;0.924;2.941;0.29;1;0.988;0.352;1;0.352;0.48;0.451;0.907;1;2;0.27978;0.00041;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;19
Negative Prop-Tyr;Blue/Green;0;0.853;0.853;0.5;0.5;0.874;0.104;7.33;1;1;1;1;1;0.45;0.417;0.898;0;1;0.22359;0.00018;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;20
Negative Prop-Tyr;Blue/Red;0;0.873;0.873;0.588;0.588;0.898;0.272;2.966;1;0.992;0.671;1;0.671;0.454;0.445;0.905;0;2;10.341;0.00033;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;20
Negative Prop-Tyr;Green/Red;0;0.915;0.915;0.723;0.723;0.931;2.123;0.408;1;0.986;0.372;1;0.372;0.48;0.453;0.915;1;2;0.22472;0.00033;0;0;-;-;No Fluorophore;Prop-Tyr;1b bis;20
Negative Prop-Tyr;Blue/Green;0;0.791;0.791;0.603;0.603;0.829;0.079;8.734;1;1;1;1;1;0.429;0.551;0.847;0;1;0.07482;0.00022;0;0;-;-;No Fluorophore;Prop-Tyr;1b;5
Negative Prop-Tyr;Blue/Red;0;0.827;0.768;0.779;0.749;0.861;0.38;1.949;0.954;0.989;0.6;0.666;0.857;0.442;0.566;0.903;0;2;13.866;0.63354;0;0;-;-;No Fluorophore;Prop-Tyr;1b;5
Negative Prop-Tyr;Green/Red;0;0.466;0.372;0.598;0.628;0.498;5.141;0.048;1;0.571;0.317;1;0.317;0.377;0.283;0.467;1;2;11.126;1.1959;0;0;-;-;No Fluorophore;Prop-Tyr;1b;5
Negative Prop-Tyr;Blue/Green;0;0.792;0.792;0.599;0.599;0.83;0.09;7.688;1;1;1;1;1;0.427;0.552;0.848;0;1;0.03964;0.00022;0;0;-;-;No Fluorophore;Prop-Tyr;1b;6
Negative Prop-Tyr;Blue/Red;0;0.824;0.761;0.777;0.751;0.858;0.272;2.709;0.946;0.988;0.586;0.634;0.886;0.439;0.562;0.9;0;2;13.294;0.69413;0;0;-;-;No Fluorophore;Prop-Tyr;1b;6
Negative Prop-Tyr;Green/Red;0;0.863;0.863;0.754;0.755;0.888;2.359;0.334;1;0.986;0.369;1;0.369;0.465;0.616;0.865;1;2;0.19694;0.00036;0;0;-;-;No Fluorophore;Prop-Tyr;1b;6
Negative Prop-Tyr;Blue/Green;0;0.825;0.825;0.603;0.603;0.864;0.103;7.276;0.938;1;0.623;0.623;1;0.431;0.524;0.889;0;1;0.00725;0.12837;0;0;-;-;No Fluorophore;Prop-Tyr;1b;7
Negative Prop-Tyr;Blue/Red;0;0.81;0.786;0.756;0.764;0.848;0.252;2.856;0.948;0.998;0.496;0.517;0.925;0.434;0.497;0.881;0;2;2.5317;0.54472;0;0;-;-;No Fluorophore;Prop-Tyr;1b;7
Negative Prop-Tyr;Green/Red;0;0.9;0.9;0.717;0.717;0.92;2.314;0.366;1;0.976;0.452;1;0.452;0.468;0.579;0.9;1;2;0.32585;0.00053;0;0;-;-;No Fluorophore;Prop-Tyr;1b;7
Negative Prop-Tyr;Blue/Green;0;0.827;0.827;0.597;0.597;0.865;0.115;6.485;0.94;1;0.64;0.64;1;0.434;0.522;0.888;0;1;0.00622;0.09903;0;0;-;-;No Fluorophore;Prop-Tyr;1b;8
Negative Prop-Tyr;Blue/Red;0;0.805;0.786;0.738;0.742;0.844;0.218;3.263;0.943;0.998;0.479;0.499;0.923;0.435;0.494;0.875;0;2;2.0793;0.45721;0;0;-;-;No Fluorophore;Prop-Tyr;1b;8
Negative Prop-Tyr;Green/Red;0;0.91;0.91;0.744;0.744;0.928;1.809;0.476;1;0.975;0.477;1;0.477;0.471;0.584;0.91;1;2;0.25263;0.00215;0;0;-;-;No Fluorophore;Prop-Tyr;1b;8
Negative Prop-Tyr;Blue/Green;0;0.666;0.666;0.602;0.602;0.731;0.083;6.407;0.893;1;0.43;0.43;1;0.407;0.364;0.728;0;1;0.00725;0.27638;0;0;-;-;No Fluorophore;Prop-Tyr;1b;9
Negative Prop-Tyr;Blue/Red;0;0.834;0.789;0.787;0.791;0.867;0.249;3.013;0.957;0.996;0.57;0.609;0.9;0.441;0.468;0.898;0;2;5.1399;0.8586;0;0;-;-;No Fluorophore;Prop-Tyr;1b;9
Negative Prop-Tyr;Green/Red;0;0.74;0.74;0.779;0.779;0.786;1.949;0.317;1;0.977;0.396;1;0.396;0.446;0.422;0.74;1;2;0.38259;0.00042;0;0;-;-;No Fluorophore;Prop-Tyr;1b;9
Negative Prop-Tyr;Blue/Green;0;0.669;0.669;0.599;0.599;0.734;0.093;5.803;0.897;1;0.45;0.45;1;0.41;0.363;0.734;0;1;0.00373;0.27987;0;0;-;-;No Fluorophore;Prop-Tyr;1b;10
Negative Prop-Tyr;Blue/Red;0;0.83;0.801;0.765;0.783;0.865;0.196;3.807;0.95;0.997;0.506;0.529;0.921;0.44;0.462;0.9;0;2;3.765;0.41137;0;0;-;-;No Fluorophore;Prop-Tyr;1b;10
Negative Prop-Tyr;Green/Red;0;0.761;0.761;0.763;0.763;0.804;1.41;0.458;1;0.99;0.462;1;0.462;0.448;0.429;0.761;1;2;0.25416;0.00034;0;0;-;-;No Fluorophore;Prop-Tyr;1b;10
Negative Prop-Tyr;Blue/Green;0;0.851;0.803;0.749;0.745;0.881;0.104;7.439;0.949;0.991;0.546;0.607;0.844;0.456;0.797;0.877;0;1;6.4973;0.49745;0;0;-;-;No Fluorophore;Prop-Tyr;1b;11
Negative Prop-Tyr;Blue/Red;0;0.854;0.854;0.64;0.638;0.884;0.367;2.132;1;0.998;0.663;0.996;0.665;0.448;0.799;0.893;0;2;3.8584;0.00045;0;0;-;-;No Fluorophore;Prop-Tyr;1b;11
Negative Prop-Tyr;Green/Red;0;0.883;0.883;0.778;0.779;0.906;3.229;0.254;1;0.994;0.362;0.999;0.362;0.476;0.816;0.883;1;2;0.37403;0.00045;0;0;-;-;No Fluorophore;Prop-Tyr;1b;11
Negative Prop-Tyr;Blue/Green;0;0.854;0.854;0.588;0.588;0.886;0.116;6.745;1;1;1;1;1;0.456;0.802;0.879;0;1;0.02189;0.00019;0;0;-;-;No Fluorophore;Prop-Tyr;1b;12
Negative Prop-Tyr;Blue/Red;0;0.852;0.852;0.628;0.628;0.883;0.283;2.75;1;0.998;0.706;1;0.706;0.448;0.795;0.888;0;2;3.1777;0.00033;0;0;-;-;No Fluorophore;Prop-Tyr;1b;12
Negative Prop-Tyr;Green/Red;0;0.897;0.897;0.767;0.767;0.917;2.213;0.38;1;0.995;0.38;1;0.38;0.479;0.823;0.897;1;2;0.32481;0.00033;0;0;-;-;No Fluorophore;Prop-Tyr;1b;12
Negative Prop-Tyr;Blue/Green;0;0.844;0.786;0.736;0.73;0.871;0.095;7.993;0.949;0.981;0.547;0.631;0.805;0.459;0.782;0.845;0;1;13.327;0.84081;0;0;-;-;No Fluorophore;Prop-Tyr;1b;13
Negative Prop-Tyr;Blue/Red;0;0.865;0.865;0.616;0.616;0.89;0.282;2.811;1;0.993;0.649;1;0.649;0.449;0.801;0.883;0;2;7.4191;0.00035;0;0;-;-;No Fluorophore;Prop-Tyr;1b;13
Negative Prop-Tyr;Green/Red;0;0.854;0.854;0.733;0.733;0.879;2.621;0.295;1;0.984;0.376;1;0.376;0.469;0.774;0.858;1;2;0.461;0.00035;0;0;-;-;No Fluorophore;Prop-Tyr;1b;13
Negative Prop-Tyr;Blue/Green;0;0.85;0.85;0.556;0.556;0.879;0.1;7.758;1;1;1;1;1;0.452;0.792;0.852;0;2;7.1858;0.00027;0;0;-;-;No Fluorophore;Prop-Tyr;1b;14
Negative Prop-Tyr;Blue/Red;0;0.865;0.865;0.663;0.663;0.889;0.238;3.322;1;0.981;0.38;1;0.38;0.454;0.798;0.884;0;2;13.228;0.00027;0;0;-;-;No Fluorophore;Prop-Tyr;1b;14
Negative Prop-Tyr;Green/Red;0;0.873;0.873;0.635;0.635;0.895;1.891;0.423;1;0.985;0.399;1;0.399;0.471;0.786;0.876;1;2;0.37778;0.00027;0;0;-;-;No Fluorophore;Prop-Tyr;1b;14
Negative Prop-Tyr;Blue/Green;0;0.865;0.822;0.75;0.752;0.891;0.101;7.9;0.959;0.991;0.547;0.609;0.843;0.459;0.812;0.891;0;1;5.81;0.45537;0;0;-;-;No Fluorophore;Prop-Tyr;1b;15
Negative Prop-Tyr;Blue/Red;0;0.843;0.843;0.633;0.633;0.874;0.33;2.314;1;0.994;0.731;1;0.731;0.45;0.793;0.88;0;2;2.8441;0.00061;0;0;-;-;No Fluorophore;Prop-Tyr;1b;15
Negative Prop-Tyr;Green/Red;0;0.888;0.888;0.736;0.736;0.909;3.108;0.266;1;0.982;0.343;1;0.343;0.476;0.821;0.888;1;2;0.37715;0.00061;0;0;-;-;No Fluorophore;Prop-Tyr;1b;15
Negative Prop-Tyr;Blue/Green;0;0.869;0.869;0.589;0.589;0.897;0.111;7.251;1;1;1;1;1;0.459;0.818;0.894;0;1;0.04597;0.00017;0;0;-;-;No Fluorophore;Prop-Tyr;1b;16
Negative Prop-Tyr;Blue/Red;0;0.842;0.842;0.632;0.632;0.872;0.251;3.036;1;0.998;0.714;1;0.714;0.45;0.789;0.878;0;2;2.9558;0.00033;0;0;-;-;No Fluorophore;Prop-Tyr;1b;16
Negative Prop-Tyr;Green/Red;0;0.904;0.904;0.712;0.712;0.921;2.132;0.398;1;0.992;0.346;1;0.346;0.479;0.829;0.904;1;2;0.36161;0.00033;0;0;-;-;No Fluorophore;Prop-Tyr;1b;16
Negative Prop-Tyr;Blue/Green;0;0.805;0.805;0.587;0.587;0.828;0.092;7.414;0.946;1;0.838;0.838;1;0.439;0.398;0.858;0;2;10.619;0.00123;0;0;-;-;No Fluorophore;Prop-Tyr;1b;17
